,amplicon_name,gene_id,analysis_type_id,primer_set_id,exon,amplicon_id
57,B_GLA-06,46,1,1,6,3582
58,B_GLA-07,46,1,1,7,3583
59,A_GLI3-01,47,1,0,1,163
60,A_GLI3-02,47,1,0,2,164
61,A_GLI3-03,47,1,0,3,165
62,A_GLI3-04,47,1,0,4,166
63,A_GLI3-05,47,1,0,5,167
64,A_GLI3-06,47,1,0,6,168
65,A_GLI3-07,47,1,0,7,169
66,A_GLI3-08,47,1,0,8,170
67,A_GLI3-09,47,1,0,9,171
68,A_GLI3-10,47,1,0,10,172
69,A_GLI3-11,47,1,0,11,173
70,A_GLI3-12,47,1,0,12,174
71,A_GLI3-13,47,1,0,13,175
72,A_GLI3-14.01,47,1,0,14.01,176
73,A_GLI3-14.02,47,1,0,14.02,177
74,A_GLI3-14.03,47,1,0,14.03,178
75,A_GLI3-14.04,47,1,0,14.04,179
76,A_GLI3-14.05,47,1,0,14.05,180
77,A_GLI3-14.06,47,1,0,14.06,181
78,B_GLI3-01,47,1,1,1,3584
79,B_GLI3-06,47,1,1,6,3585
80,B_GLI3-11,47,1,1,11,3586
81,B_GLI3-12,47,1,1,12,3587
82,B_GLI3-13,47,1,1,13,3588
83,B_GLI3-14.02,47,1,1,14.02,3589
84,B_GLI3-14.03,47,1,1,14.03,3590
85,B_GLI3-14.04,47,1,1,14.04,3591
86,B_GLI3-14.05,47,1,1,14.05,3592
87,o_GLI3-14.02B,47,2,3,14.02B,5049
88,o_GLI3-14.02C,47,2,3,14.02C,5050
89,O_GLI3-14.03,47,2,3,14.03,4957
90,O_GLI3-14.04,47,2,3,14.04,4958
91,A_GLRX5-01,48,1,0,1,182
92,A_GLRX5-02,48,1,0,2,183
93,A_GLUD1 A_NGS-2266______,49,0,0,,184
94,B_GLUD1 B_NGS-2266______,49,0,1,,3593
95,A_GNA11-01,50,1,0,1,185
96,A_GNA11-02,50,1,0,2,188
97,A_GNA11-03,50,1,0,3,189
98,A_GNA11-04,50,1,0,4,190
99,A_GNA11-05,50,1,0,5,191
100,A_GNA11-06,50,1,0,6,192
101,A_GNA11-07,50,1,0,7,193
102,O_GNA11-01,50,2,3,1,4959
103,A_GNAO1 A_NGS-1750______,51,0,0,,195
104,A_GNAO1 A_NGS-1807______,51,0,0,,196
105,A_GNAO1 A_NGS-1808______,51,0,0,,197
106,A_GNAO1 A_NGS-1809______,51,0,0,,198
107,A_GNAO1 A_NGS-1810______,51,0,0,,199
108,A_GNAO1 A_NGS-1811______,51,0,0,,200
109,A_GNAO1 A_NGS-1812______,51,0,0,,201
110,A_GNAO1 A_NGS-1813______,51,0,0,,202
111,B_GNAO1 B_NGS-1750______,51,0,1,,3595
112,B_GNAO1 B_NGS-1807______,51,0,1,,3596
113,B_GNAO1 B_NGS-1808______,51,0,1,,3597
114,B_GNAO1 B_NGS-1810______,51,0,1,,3598
115,B_GNAO1 B_NGS-1811______,51,0,1,,3599
116,B_GNAO1 B_NGS-1812______,51,0,1,,3600
117,A_GNAO1  A_NGS-2591______,52,0,0,,194
118,B_GNAO1  B_NGS-2591______,52,0,1,,3594
119,A_GNAS A_NGS-3003______,53,0,0,,203
120,A_GNAT1-1919,54,1,0,1919,205
121,A_GNAT1 A_NGS-0412______,54,0,0,,204
122,A_GNAT2 A_NGS-3064______,55,0,0,,206
123,A_GNAT2 A_NGS-3065______,55,0,0,,207
124,A_GNPTG A_NGS-0939______,56,0,0,,208
125,A_GP6-01,57,1,0,1,209
126,A_GP6-02&03,57,1,0,02&03,210
127,A_GP6-04,57,1,0,4,211
128,A_GP6-05,57,1,0,5,212
129,A_GP6-06,57,1,0,6,213
130,A_GP6-07,57,1,0,7,214
131,A_GP6-08A,57,1,0,08A,215
132,A_GP6-08B,57,1,0,08B,216
133,A_GP6-08C,57,1,0,08C,217
134,A_GP9-01B,58,1,0,01B,218
135,A_GPD1L A_NGS-1031______,60,0,0,,219
136,A_GPD1L A_NGS-1525______,60,0,0,,220
137,B_GPD1L B_NGS-1031______,60,0,1,,3601
138,B_GPD1L B_NGS-1525______,60,0,1,,3602
139,A_GPR143 A_NGS-1398______,61,0,0,,221
140,A_GPR143 A_NGS-1834______,61,0,0,,222
141,A_GPR143 A_NGS-2294______,61,0,0,,223
142,A_GPR143 A_NGS-2686______,61,0,0,,224
143,A_GPR179 A_NGS-0633______,62,0,0,,225
144,A_GPR179 A_NGS-0983______,62,0,0,,226
145,A_GPR179 A_NGS-0984______,62,0,0,,227
146,A_GPR179 A_NGS-1587______,62,0,0,,228
147,A_GPR179 A_NGS-1914______,62,0,0,,229
148,A_GPR179 A_NGS-1955______,62,0,0,,230
149,A_GPR179 A_NGS-2089______,62,0,0,,231
150,A_GPR179 A_NGS-2109______,62,0,0,,232
151,A_GPR179 A_NGS-2143______,62,0,0,,233
152,A_GPR179 A_NGS-2144______,62,0,0,,234
153,A_GPR98 A_NGS-00029_____,63,0,0,,235
154,A_GPR98 A_NGS-0163______,63,0,0,,236
155,A_GPR98 A_NGS-0626______,63,0,0,,237
156,A_GPR98 A_NGS-1399______,63,0,0,,240
157,A_GPR98 A_NGS-1902______,63,0,0,,241
158,A_GPR98 A_NGS-1907______,63,0,0,,242
159,A_GPR98 A_NGS-2069______,63,0,0,,243
160,A_GPT2 A_NGS-1174______,64,0,0,,244
161,B_GPT2 B_NGS-1174______,64,0,1,,3603
162,O_GREM1-01C,65,2,3,01C,4960
163,O_GREM1-01D,65,2,3,01D,4961
164,A_GRID2 A_NGS-0454______,66,0,0,,245
165,A_GRID2 A_NGS-0872______,66,0,0,,246
166,A_GRID2 A_NGS-1069______,66,0,0,,247
167,A_GRID2 A_NGS-1222______,66,0,0,,248
168,A_GRID2 A_NGS-1427______,66,0,0,,249
169,A_GRID2 A_NGS-1446______,66,0,0,,250
170,A_GRID2 A_NGS-1832______,66,0,0,,251
171,A_GRID2 A_NGS-2020______,66,0,0,,252
172,A_GRID2 A_NGS-2217______,66,0,0,,253
173,A_GRID2 A_NGS-2307______,66,0,0,,254
174,A_GRIN2A A_NGS-2304______,67,0,0,,255
175,A_GRIN2A A_NGS-2437______,67,0,0,,256
176,B_GRIN2A B_NGS-2304______,67,0,1,,3604
177,B_GRIN2A B_NGS-2437______,67,0,1,,3605
178,A_GRIN2B A_NGS-2433______,68,0,0,,257
179,A_GRIN2B A_NGS-2548______,68,0,0,,258
180,A_GRIN2B A_NGS-2741______,68,0,0,,259
181,A_GRIN2B A_NGS-2776______,68,0,0,,260
182,A_GRIN2B A_NGS-2978______,68,0,0,,261
183,A_GRIN2B A_NGS-3057______,68,0,0,,262
184,B_GRIN2B B_NGS-2433______,68,0,1,,3606
185,B_GRIN2B B_NGS-2548______,68,0,1,,3607
186,B_GRIN2B B_NGS-2741______,68,0,1,,3608
187,A_GRIN2D-2411,69,1,0,2411,263
188,B_GRIN2D-2411,69,1,1,2411,3609
189,A_GRK1 A_NGS-1419______,70,0,0,,264
190,A_GRK1 A_NGS-1420______,70,0,0,,265
191,A_GRK1 A_NGS-2100______,70,0,0,,266
192,A_GRK1 A_NGS-2520______,70,0,0,,267
193,A_GRM1 A_NGS-0915______,71,0,0,,268
194,A_GRM1 A_NGS-1002______,71,0,0,,269
195,A_GRM1 A_NGS-1109______,71,0,0,,270
196,A_GRM1 A_NGS-1983______,71,0,0,,271
197,A_GRM1 A_NGS-2508______,71,0,0,,272
198,A_GRM6 A_NGS-0559______,72,0,0,,273
199,A_GRM6 A_NGS-0563______,72,0,0,,274
200,A_GRM6 A_NGS-0595______,72,0,0,,275
201,A_GRM6 A_NGS-0843______,72,0,0,,276
202,A_GRM6 A_NGS-1673______,72,0,0,,277
203,A_GRXCR2 A_NGS-2910______,73,0,0,,278
204,A_GUCA1A A_NGS-0736______,74,0,0,,279
205,A_GUCA1A A_NGS-0807______,74,0,0,,280
206,A_GUCA1A A_NGS-1036______,74,0,0,,281
207,A_GUCA1A A_NGS-2431______,74,0,0,,282
208,A_GUCA1B A_NGS-0771______,75,0,0,,283
209,A_GUCA1B A_NGS-1099______,75,0,0,,284
210,A_GUCA1B A_NGS-1253______,75,0,0,,285
211,A_GUCA1B A_NGS-1543______,75,0,0,,286
212,A_GUCY2D A_NGS-00034_____,76,0,0,,287
213,A_GUCY2D A_NGS-0706______,76,0,0,,288
214,A_GUCY2D A_NGS-0980______,76,0,0,,289
215,A_GUCY2D A_NGS-1084______,76,0,0,,290
216,A_GUCY2D A_NGS-1243______,76,0,0,,291
217,A_GUCY2D A_NGS-1273______,76,0,0,,292
218,A_GUCY2D A_NGS-1281______,76,0,0,,293
219,A_GUCY2D A_NGS-1324______,76,0,0,,295
220,A_GUCY2D A_NGS-1666______,76,0,0,,296
221,A_GUCY2D A_NGS-2142______,76,0,0,,297
222,A_GUCY2D A_NGS-2275______,76,0,0,,298
223,A_GUCY2D A_NGS-2457______,76,0,0,,299
224,A_GUCY2D A_NGS-2521______,76,0,0,,300
225,A_GUCY2D A_NGS-2759 _____,76,0,0,,301
226,A_GUCY2D A_NGS-2761______,76,0,0,,302
227,A_GZF1 A_NGS-2885______,77,0,0,,303
228,A_HADHA A_NGS-3126______,78,0,0,,304
229,B_HADHA B_NGS-3126______,78,0,1,,3610
230,A_HCFC1 A_NGS-2726______,80,0,0,,305
231,A_HCFC1 A_NGS-2735______,80,0,0,,306
232,B_HCFC1 B_NGS-2726______,80,0,1,,3611
233,B_HCFC1 B_NGS-2735______,80,0,1,,3612
234,A_HCN4-01A,81,1,0,01A,307
235,A_HCN4-02,81,1,0,2,308
236,A_HCN4-03,81,1,0,3,309
237,A_HCN4-04,81,1,0,4,310
238,A_HCN4-05,81,1,0,5,311
239,A_HCN4-06,81,1,0,6,312
240,A_HCN4-07,81,1,0,7,313
241,A_HCN4-08A,81,1,0,08A,314
242,A_HCN4-08B,81,1,0,08B,315
243,A_HCN4-08C,81,1,0,08C,316
244,A_HCN4-08D,81,1,0,08D,317
245,B_HCN4-02,81,1,1,2,3613
246,B_HCN4-03,81,1,1,3,3614
247,B_HCN4-04,81,1,1,4,3615
248,B_HCN4-05,81,1,1,5,3616
249,B_HCN4-06,81,1,1,6,3617
250,B_HCN4-07,81,1,1,7,3618
251,B_HCN4-08A,81,1,1,08A,3619
252,A_HDAC8 A_NGS-2045______,82,0,0,,318
253,A_HDAC8 A_NGS-2257______,82,0,0,,319
254,B_HDAC8 B_NGS-2257______,82,0,1,,3620
255,A_HECW2 A_NGS-2015______,83,0,0,,320
256,A_HECW2 A_NGS-2333______,83,0,0,,321
257,B_HECW2 B_NGS-2015______,83,0,1,,3621
258,B_HECW2 B_NGS-2333______,83,0,1,,3622
259,A_HESX1 A_NGS-3091______,84,0,0,,322
260,A_HEXA A_NGS-00083_____,85,0,0,,323
261,A_HEXA A_NGS-0169______,85,0,0,,324
262,A_HEXA A_NGS-0396______,85,0,0,,325
263,A_HEXA A_NGS-0777______,85,0,0,,326
264,A_HEXA A_NGS-1539______,85,0,0,,327
265,A_HEXB A_NGS-0172______,86,0,0,,328
266,A_HEXB A_NGS-1210______,86,0,0,,329
267,A_HEXB A_NGS-1448______,86,0,0,,330
268,A_HEXB A_NGS-1551______,86,0,0,,331
269,A_HEXB A_NGS-1894______,86,0,0,,332
270,A_HEXB A_NGS-1895______,86,0,0,,333
271,A_HEXB A_NGS-1896______,86,0,0,,334
272,A_HEXB A_NGS-1897______,86,0,0,,335
273,A_HEXB A_NGS-2311______,86,0,0,,336
274,A_HEXB A_NGS-2551______,86,0,0,,337
275,A_HIBCH A_NGS-1898______,87,0,0,,338
276,A_HIBCH A_NGS-1899______,87,0,0,,339
277,B_HIBCH B_NGS-1898______,87,0,1,,3623
278,B_HIBCH B_NGS-1899______,87,0,1,,3624
279,A_HIST1H1E A_NGS-2287______,88,0,0,,340
280,B_HIST1H1E B_NGS-2287______,88,0,1,,3625
281,A_HJV-02,89,1,0,2,341
282,A_HJV-03,89,1,0,3,342
283,A_HJV-04,89,1,0,4,343
284,A_HK1 A_NGS-3128______,90,0,0,,344
285,A_HNRNPH2 A_NGS-2288______,91,0,0,,345
286,B_HNRNPH2 B_NGS-2288______,91,0,1,,3626
287,A_HOXD13-01.01,92,1,0,1.01,346
288,A_HOXD13-01.02,92,1,0,1.02,347
289,A_HOXD13-01a,92,1,0,01a,348
290,A_HOXD13-02,92,1,0,2,349
291,B_HOXD13-01.01,92,1,1,1.01,3627
292,B_HOXD13-01.02,92,1,1,1.02,3628
293,B_HOXD13-01a,92,1,1,01a,3629
294,A_HPS1 A_NGS-2639______,93,0,0,,350
295,A_HPS1 A_NGS-2641______,93,0,0,,351
296,A_HSP1 A_NGS-2640______,93,0,0,,383
297,A_HPS3 A_NGS-2646______,94,0,0,,352
298,A_HPS3 A_NGS-2647______,94,0,0,,353
299,A_HPS3 A_NGS-2648______,94,0,0,,354
300,A_HPS3 A_NGS-2649______,94,0,0,,355
301,A_HPS3 A_NGS-2650______,94,0,0,,356
302,A_HPS3 A_NGS-2651______,94,0,0,,357
303,A_HPS4 A_NGS-2652______,95,0,0,,358
304,A_HPS4 A_NGS-2653______,95,0,0,,359
305,A_HPS4 A_NGS-2654______,95,0,0,,360
306,A_HPS4 A_NGS-2655______,95,0,0,,361
307,A_HPS4 A_NGS-2656______,95,0,0,,362
308,A_HPS4 A_NGS-2657______,95,0,0,,363
309,A_HPS5 A_NGS-2658______,96,0,0,,364
310,A_HPS5 A_NGS-2659______,96,0,0,,365
311,A_HPS5 A_NGS-2660______,96,0,0,,366
312,A_HUWE1 A_NGS-1408______,98,0,0,,384
313,A_HUWE1 A_NGS-1409______,98,0,0,,385
314,A_HUWE1 A_NGS-1441______,98,0,0,,386
315,B_HUWE1 B_NGS-1408______,98,0,1,,3645
316,B_HUWE1 B_NGS-1409______,98,0,1,,3646
317,B_HUWE1 B_NGS-1441______,98,0,1,,3647
318,A_HYLS1 A_NGS-1353______,99,0,0,,387
319,A_IBA57-01,100,1,0,1,388
320,A_IBA57-02,100,1,0,2,389
321,A_IBA57-03,100,1,0,3,390
322,A_IDH1 A_NGS-3082______,101,0,0,,391
323,A_IDH3B A_NGS-2460______,102,0,0,,392
324,A_IDH3B A_NGS-2461______,102,0,0,,393
325,A_IDH3B A_NGS-2546______,102,0,0,,394
326,A_IFT140 A_NGS-2046______,103,0,0,,396
327,A_IFT140 A_NGS-2047______,103,0,0,,397
328,A_IFT140 A_NGS-2823______,103,0,0,,398
329,A_IFT140   A_NGS-2822______,104,0,0,,395
330,A_IL11RA-02,105,1,0,2,399
331,A_IL11RA-03,105,1,0,3,400
332,A_IL11RA-04,105,1,0,4,401
333,A_IL11RA-05,105,1,0,5,402
334,A_IL11RA-06&07,105,1,0,06&07,403
335,A_IL11RA-08,105,1,0,8,404
336,A_IL11RA-09,105,1,0,9,405
337,A_IL11RA-10&11,105,1,0,10&11,406
338,A_IL11RA-12,105,1,0,12,407
339,A_IL11RA-13,105,1,0,13,408
340,B_IL11RA-02,105,1,1,2,3648
341,B_IL11RA-03,105,1,1,3,3649
342,B_IL11RA-04,105,1,1,4,3650
343,B_IL11RA-05,105,1,1,5,3651
344,B_IL11RA-06&07,105,1,1,06&07,3652
345,B_IL11RA-08,105,1,1,8,3653
346,B_IL11RA-09,105,1,1,9,3654
347,B_IL11RA-10&11,105,1,1,10&11,3655
348,B_IL11RA-12,105,1,1,12,3656
349,B_IL11RA-13,105,1,1,13,3657
350,A_IL12B A_NGS-2049______,106,0,0,,409
351,A_IL12B A_NGS-2124______,106,0,0,,410
352,A_IL12B A_NGS-2127______,106,0,0,,411
353,B_IL12B B_NGS-2049______,106,0,1,,3658
354,A_IMPDH1 A_NGS-0433______,107,0,0,,412
355,A_IMPDH1 A_NGS-0528______,107,0,0,,413
356,A_IMPDH1 A_NGS-1401______,107,0,0,,414
357,A_IMPDH1 A_NGS-1424______,107,0,0,,415
358,A_IMPDH1 A_NGS-2035______,107,0,0,,416
359,A_IMPDH1 A_NGS-2286______,107,0,0,,417
360,A_IMPDH1 A_NGS-2498______,107,0,0,,418
361,A_IMPG1 A_NGS-0413______,109,0,0,,419
362,A_IMPG1 A_NGS-0538______,109,0,0,,420
363,A_IMPG1 A_NGS-0594______,109,0,0,,421
364,A_IMPG1 A_NGS-1433______,109,0,0,,422
365,A_IMPG1 A_NGS-1733______,109,0,0,,423
366,A_IMPG1 A_NGS-1836______,109,0,0,,424
367,A_IMPG1 A_NGS-1844______,109,0,0,,425
368,A_IMPG1 A_NGS-2087______,109,0,0,,426
369,A_IMPG1 A_NGS-2986______,109,0,0,,427
370,A_IMPG2 A_NGS-00102_____,110,0,0,,428
371,A_IMPG2 A_NGS-00103_____,110,0,0,,429
372,A_IMPG2 A_NGS-0366______,110,0,0,,430
373,A_IMPG2 A_NGS-0522______,110,0,0,,431
374,A_IMPG2 A_NGS-0735______,110,0,0,,432
375,A_IMPG2 A_NGS-1037______,110,0,0,,433
376,A_IMPG2 A_NGS-1279______,110,0,0,,434
377,A_IMPG2 A_NGS-1348______,110,0,0,,435
378,A_IMPG2 A_NGS-1550______,110,0,0,,436
379,A_IMPG2 A_NGS-1672______,110,0,0,,437
380,A_IMPG2 A_NGS-1716______,110,0,0,,438
381,A_IMPG2 A_NGS-1951______,110,0,0,,439
382,A_INPP5E A_NGS-00023_____,111,0,0,,440
383,A_INPP5E A_NGS-0291______,111,0,0,,441
384,A_INPP5E A_NGS-0304______,111,0,0,,442
385,A_INPP5E A_NGS-0998______,111,0,0,,443
386,A_INPP5E A_NGS-1000______,111,0,0,,444
387,A_INPP5E A_NGS-1023______,111,0,0,,445
388,A_INPP5E A_NGS-1458______,111,0,0,,446
389,A_INPP5E A_NGS-1460______,111,0,0,,447
390,A_INVS A_NGS-0494______,112,0,0,,448
391,A_IQCB1 A_NGS-1305______,113,0,0,,449
392,A_IQCB1 A_NGS-1306______,113,0,0,,450
393,A_IQCB1 A_NGS-1321______,113,0,0,,451
394,A_IQCB1 A_NGS-2889______,113,0,0,,452
395,A_IQSEC A_NGS-2228______,114,0,0,,453
396,B_IQSEC B_NGS-2228______,114,0,1,,3659
397,A_IQSEC2 A_NGS-2981______,115,0,0,,454
398,B_ITF140 B_NGS-2046______,116,0,1,,3660
399,B_ITF140 B_NGS-2047______,116,0,1,,3661
400,A_ITGA2B-01,117,1,0,1,455
401,A_ITGA2B-02,117,1,0,2,456
402,A_ITGA2B-03,117,1,0,3,457
403,A_ITGA2B-04,117,1,0,4,458
404,A_ITGA2B-05,117,1,0,5,459
405,A_ITGA2B-06,117,1,0,6,460
406,A_ITGA2B-07,117,1,0,7,461
407,A_ITGA2B-08,117,1,0,8,462
408,A_ITGA2B-09,117,1,0,9,463
409,A_ITGA2B-10,117,1,0,10,464
410,A_ITGA2B-11,117,1,0,11,465
411,A_ITGA2B-12,117,1,0,12,466
412,A_ITGA2B-13,117,1,0,13,467
413,A_ITGA2B-14,117,1,0,14,468
414,A_ITGA2B-15,117,1,0,15,469
415,A_ITGA2B-16,117,1,0,16,470
416,A_ITGA2B-17,117,1,0,17,471
417,A_ITGA2B-18,117,1,0,18,472
418,A_ITGA2B-19,117,1,0,19,473
419,A_ITGA2B-20,117,1,0,20,474
420,A_ITGA2B-21,117,1,0,21,475
421,A_ITGA2B-22,117,1,0,22,476
422,A_ITGA2B-23,117,1,0,23,477
423,A_ITGA2B-24,117,1,0,24,478
424,A_ITGA2B-25,117,1,0,25,479
425,A_ITGA2B-26A,117,1,0,26A,480
426,A_ITGA2B-26B,117,1,0,26B,481
427,A_ITGA2B-27,117,1,0,27,482
428,A_ITGA2B-28,117,1,0,28,483
429,A_ITGA2B-29,117,1,0,29,484
430,A_ITGA2B-30A,117,1,0,30A,485
431,A_ITGA2B-30B,117,1,0,30B,486
432,A_ITGB3-01,118,1,0,1,487
433,A_ITGB3-02,118,1,0,2,488
434,A_ITGB3-03,118,1,0,3,489
435,A_ITGB3-04,118,1,0,4,490
436,A_ITGB3-05,118,1,0,5,491
437,A_ITGB3-06,118,1,0,6,492
438,A_ITGB3-07,118,1,0,7,493
439,A_ITGB3-08,118,1,0,8,494
440,A_ITGB3-09,118,1,0,9,495
441,A_ITGB3-10,118,1,0,10,496
442,A_ITGB3-11,118,1,0,11,497
443,A_ITGB3-12,118,1,0,12,498
444,A_ITGB3-13,118,1,0,13,499
445,A_ITGB3-14,118,1,0,14,500
446,A_ITGB3-15,118,1,0,15,501
447,A_ITPR1 A_NGS-0188______,119,0,0,,504
448,A_ITPR1 A_NGS-0227______,119,0,0,,505
449,A_ITPR1 A_NGS-0229______,119,0,0,,506
450,A_ITPR1 A_NGS-0268______,119,0,0,,507
451,A_ITPR1 A_NGS-0272______,119,0,0,,508
452,A_ITPR1 A_NGS-0319______,119,0,0,,509
453,A_ITPR1 A_NGS-0375______,119,0,0,,510
454,A_ITPR1 A_NGS-0387______,119,0,0,,511
455,A_ITPR1 A_NGS-0445______,119,0,0,,512
456,A_ITPR1 A_NGS-0464______,119,0,0,,513
457,A_ITPR1 A_NGS-0549______,119,0,0,,514
458,A_ITPR1 A_NGS-0643______,119,0,0,,515
459,A_ITPR1 A_NGS-0662______,119,0,0,,516
460,A_ITPR1 A_NGS-0746______,119,0,0,,517
461,A_ITPR1 A_NGS-0837______,119,0,0,,518
462,A_ITPR1 A_NGS-1150______,119,0,0,,519
463,A_ITPR1 A_NGS-1426______,119,0,0,,520
464,A_ITPR1 A_NGS-1599______,119,0,0,,521
465,A_ITPR1 A_NGS-1626______,119,0,0,,522
466,A_ITPR1 A_NGS-1838______,119,0,0,,523
467,A_ITPR1 A_NGS-1866______,119,0,0,,524
468,A_ITPR1 A_NGS-1936______,119,0,0,,525
469,A_ITPR1 A_NGS-1937______,119,0,0,,526
470,A_ITPR1 A_NGS-2171______,119,0,0,,527
471,A_ITPR1 A_NGS-2713______,119,0,0,,528
472,A_ITPR1 A_NGS-2752______,119,0,0,,529
473,A_ITPR1 A_NGS-2780______,119,0,0,,530
474,B_ITPR1 B_NGS-1150______,119,0,1,,3662
475,B_ITPR1 B_NGS-2780______,119,0,1,,3663
476,A_JAG1 A_NGS-1403______,121,0,0,,532
477,A_JPH2 A_NGS-3102______,122,0,0,,533
478,B_JPH2 B_NGS-3102______,122,0,1,,3664
479,A_JUP-02,123,1,0,2,534
480,A_JUP-03,123,1,0,3,535
481,A_JUP-04,123,1,0,4,536
482,A_JUP-05,123,1,0,5,537
483,A_JUP-06&07,123,1,0,06&07,538
484,A_JUP-08,123,1,0,8,539
485,A_JUP-09,123,1,0,9,540
486,A_JUP-10,123,1,0,10,541
487,A_JUP-11,123,1,0,11,542
488,A_JUP-12,123,1,0,12,543
489,A_JUP-13,123,1,0,13,544
490,A_JUP-14,123,1,0,14,545
491,B_JUP-02,123,1,1,2,3665
492,B_JUP-03,123,1,1,3,3666
493,B_JUP-04,123,1,1,4,3667
494,B_JUP-05,123,1,1,5,3668
495,B_JUP-06&07,123,1,1,06&07,3669
496,B_JUP-08,123,1,1,8,3670
497,B_JUP-09,123,1,1,9,3671
498,B_JUP-10,123,1,1,10,3672
499,B_JUP-11&12,123,1,1,11&12,3673
500,B_JUP-13,123,1,1,13,3674
501,B_JUP-14,123,1,1,14,3675
502,A_KAT6A A_NGS-0823______,124,0,0,,546
503,A_KAT6A A_NGS-0908______,124,0,0,,547
504,A_KAT6A A_NGS-1681______,124,0,0,,548
505,A_KAT6A A_NGS-1722______,124,0,0,,549
506,A_KAT6A A_NGS-1973______,124,0,0,,550
507,A_KAT6A A_NGS-2538______,124,0,0,,551
508,A_KAT6A A_NGS-2988______,124,0,0,,552
509,B_KAT6A B_NGS-0823______,124,0,1,,3676
510,B_KAT6A B_NGS-0908______,124,0,1,,3677
511,B_KAT6A B_NGS-1681______,124,0,1,,3678
512,B_KAT6A B_NGS-1722______,124,0,1,,3679
513,B_KAT6A B_NGS-1973______,124,0,1,,3680
514,B_KAt6A B_NGS-2538______,124,0,1,,3682
515,A_KAT6B A_NGS-2236______,125,0,0,,553
516,A_KAT6B A_NGS-2425______,125,0,0,,554
517,B_KAT6B B_NGS-2236______,125,0,1,,3681
518,A_KCNA1 A_NGS-0236______,126,0,0,,555
519,A_KCNA1 A_NGS-0346______,126,0,0,,556
520,A_KCNA1 A_NGS-0612______,126,0,0,,557
521,A_KCNA1 A_NGS-0839______,126,0,0,,558
522,A_KCNA1 A_NGS-2385______,126,0,0,,559
523,B_KCNA1 B_NGS-0612______,126,0,1,,3683
524,A_KCNB1 A_NGS-2671______,127,0,0,,560
525,B_KCNB1 B_NGS-2671______,127,0,1,,3684
526,A_KCNC1 A_NGS-1318______,128,0,0,,561
527,B_KCNC1 B_NGS-1318______,128,0,1,,3685
528,A_KCNC3 A_NGS-00124_____,129,0,0,,562
529,A_KCNC3 A_NGS-0205______,129,0,0,,564
530,A_KCNC3 A_NGS-0271______,129,0,0,,565
531,A_KCNC3 A_NGS-0647______,129,0,0,,566
532,A_KCNC3 A_NGS-1095______,129,0,0,,567
